timestamp,gas_detected,duration_ms,label
2025-12-07 13:26:06,True,12678,Bahaya
2025-12-07 13:26:08,True,14748,Bahaya
2025-12-07 13:26:10,True,16818,Bahaya
2025-12-07 13:26:12,True,18828,Bahaya
2025-12-07 13:26:14,True,20834,Bahaya
2025-12-07 13:26:16,True,22788,Bahaya
2025-12-07 13:26:18,True,24773,Bahaya
2025-12-07 13:26:20,True,26893,Bahaya
2025-12-07 13:26:22,True,28853,Bahaya
2025-12-07 13:26:24,True,30927,Bahaya
2025-12-07 13:26:26,True,33004,Bahaya
2025-12-07 13:26:28,True,34985,Bahaya
2025-12-07 13:26:30,True,36957,Bahaya
2025-12-07 13:26:33,True,39111,Bahaya
2025-12-07 13:26:35,True,41074,Bahaya
2025-12-07 13:26:37,True,43046,Bahaya
2025-12-07 13:26:39,True,45241,Bahaya
2025-12-07 13:26:41,True,47189,Bahaya
2025-12-07 13:26:43,True,49270,Bahaya
2025-12-07 13:26:45,True,51315,Bahaya
2025-12-07 13:26:47,True,53260,Bahaya
2025-12-07 13:26:49,True,55236,Bahaya
2025-12-07 13:26:51,True,57435,Bahaya
2025-12-07 13:26:53,True,59367,Bahaya
2025-12-07 13:26:55,True,61370,Bahaya
2025-12-07 13:26:57,True,63486,Bahaya
2025-12-07 13:26:59,True,65411,Bahaya
2025-12-07 13:27:01,True,67426,Bahaya
2025-12-07 13:27:03,True,69544,Bahaya
2025-12-07 13:27:06,True,71467,Bahaya
2025-12-07 13:27:07,False,0,Aman
2025-12-07 13:27:09,False,0,Aman
2025-12-07 13:27:11,False,0,Aman
2025-12-07 13:27:13,False,0,Aman
2025-12-07 13:27:15,False,0,Aman
2025-12-07 13:27:18,False,0,Aman
2025-12-07 13:27:19,False,0,Aman
2025-12-07 13:27:21,False,0,Aman
2025-12-07 13:27:23,False,0,Aman
2025-12-07 13:27:25,False,0,Aman
2025-12-07 13:27:27,False,0,Aman
2025-12-07 13:27:29,False,0,Aman
2025-12-07 13:27:31,False,0,Aman
2025-12-07 13:27:33,False,0,Aman
2025-12-07 13:27:35,False,0,Aman
2025-12-07 13:27:37,False,0,Aman
2025-12-07 13:27:39,False,0,Aman
2025-12-07 13:27:41,False,0,Aman
2025-12-07 13:27:43,False,0,Aman
2025-12-07 13:27:45,False,0,Aman
2025-12-07 13:27:47,False,0,Aman
2025-12-07 13:27:49,False,0,Aman
2025-12-07 13:27:51,False,0,Aman
2025-12-07 13:27:53,False,0,Aman
2025-12-07 13:27:55,False,0,Aman
2025-12-07 13:27:57,False,0,Aman
2025-12-07 13:27:59,False,0,Aman
2025-12-07 13:28:01,False,0,Aman
2025-12-07 13:28:03,False,0,Aman
2025-12-07 13:28:05,False,0,Aman
2025-12-07 13:28:07,False,0,Aman
2025-12-07 13:28:09,False,0,Aman
2025-12-07 13:28:12,False,0,Aman
2025-12-07 13:28:13,False,0,Aman
2025-12-07 13:28:16,False,0,Aman
2025-12-07 13:28:17,False,0,Aman
2025-12-07 13:28:20,False,0,Aman
2025-12-07 13:28:22,False,0,Aman
2025-12-07 13:28:24,False,0,Aman
2025-12-07 13:28:26,False,0,Aman
2025-12-07 13:28:28,False,0,Aman
2025-12-07 13:28:30,False,0,Aman
2025-12-07 13:28:32,False,0,Aman
2025-12-07 13:28:34,False,0,Aman
2025-12-07 13:28:36,False,0,Aman
2025-12-07 13:28:38,False,0,Aman
2025-12-07 13:28:40,False,0,Aman
2025-12-07 13:28:42,False,0,Aman
2025-12-07 13:28:44,False,0,Aman
2025-12-07 13:28:46,False,0,Aman
2025-12-07 13:28:48,False,0,Aman
2025-12-07 13:28:50,False,0,Aman
2025-12-07 13:28:52,False,0,Aman
2025-12-07 13:28:54,False,0,Aman
2025-12-07 13:28:56,False,0,Aman
2025-12-07 13:28:59,False,0,Aman
2025-12-07 13:29:00,False,0,Aman
2025-12-07 13:29:02,False,0,Aman
2025-12-07 13:29:04,False,0,Aman
2025-12-07 13:29:06,False,0,Aman
2025-12-07 13:29:08,False,0,Aman
2025-12-07 13:29:10,False,0,Aman
2025-12-07 13:29:12,False,0,Aman
2025-12-07 13:29:14,False,0,Aman
2025-12-07 13:29:16,False,0,Aman
2025-12-07 13:29:18,False,0,Aman
2025-12-07 13:29:20,False,0,Aman
2025-12-07 13:29:22,False,0,Aman
2025-12-07 13:29:24,False,0,Aman
2025-12-07 13:29:26,False,0,Aman
2025-12-07 13:29:28,False,0,Aman
2025-12-07 13:29:30,False,0,Aman
2025-12-07 13:29:32,False,0,Aman
2025-12-07 13:29:34,False,0,Aman
2025-12-07 13:29:36,False,0,Aman
2025-12-07 13:29:38,True,2571,Waspada
2025-12-07 13:29:40,True,2271,Waspada
2025-12-07 13:29:42,True,2171,Waspada
2025-12-07 13:29:44,True,2271,Waspada
2025-12-07 13:29:46,True,2771,Waspada
2025-12-07 13:29:48,True,2671,Waspada
2025-12-07 13:29:50,True,2471,Waspada
2025-12-07 13:29:52,True,2871,Waspada
2025-12-07 13:29:54,True,2171,Waspada
2025-12-07 13:29:56,True,2471,Waspada
2025-12-07 13:29:58,True,2371,Waspada
2025-12-07 13:30:00,True,2571,Waspada
2025-12-07 13:30:02,True,2171,Waspada
2025-12-07 13:30:04,True,2271,Waspada
2025-12-07 13:30:06,True,2571,Waspada
2025-12-07 13:30:08,True,2671,Waspada
2025-12-07 13:30:10,True,2871,Waspada

